ON,bqB176ZNKZa7ZajD,1,44.19747996,-79.46328001,44.2,-79.456,44.1981,-79.4651
ON,5VXv3l2o1rGyj2q8,1,44.20020999,-79.46322008,44.2,-79.456,44.1981,-79.4651
ON,Z5BX3210WLl7Dar0,1,44.19910999,-79.46703007,44.2,-79.4651,44.1981,-79.4742
ON,wJKR7PNddbXYXeLP,1,44.19841999,-79.46886001,44.2,-79.4651,44.1981,-79.4742
ON,mZRW7naNwzayEBO9,1,44.19758,-79.48243006,44.2,-79.4742,44.1981,-79.4833
ON,1DBW7RnrRzD7qlAp,1,44.19678996,-79.47769001,44.1981,-79.4742,44.1962,-79.4833
ON,VLaGyGkEbKGyW1ZD,1,44.18955986,-79.14321964,44.1905,-79.1375,44.1886,-79.1466
ON,GMnKYq0x9pd3w1Qr,1,44.17755597,-79.63906101,44.1791,-79.6289,44.1772,-79.638
ON,gAaOyLKdjmKYGxMb,1,44.16378819,-79.79241514,44.1658,-79.7836,44.1639,-79.7927
ON,nbq6y1Kljla3o9DA,1,44.16423796,-79.79359447,44.1658,-79.7836,44.1639,-79.7927
ON,AKv53Dl2Qdk3MnxB,1,44.16360467,-79.79459384,44.1658,-79.7927,44.1639,-79.8018
ON,1DBW7RnNaG17qlAp,1,44.16433528,-79.87584651,44.1658,-79.8655,44.1639,-79.8746
ON,2Zpj399p8AM3DrK8,1,44.16062737,-79.78961474,44.162,-79.7836,44.1601,-79.7927
ON,XeEn7X4K1OD7rPo8,1,44.16075998,-79.86259002,44.162,-79.8564,44.1601,-79.8655
ON,xLkv3V6XnDx3DBNr,1,44.15841199,-78.45648905,44.1601,-78.455,44.1582,-78.4641
ON,eVbOYEkAN6r7x2P0,1,44.15707998,-79.86818008,44.1582,-79.8655,44.1563,-79.8746
ON,2Zpj39995GV3DrK8,1,44.15536999,-79.11039007,44.1563,-79.1011,44.1544,-79.1102
ON,jAXw7QpE4JXyQOzg,1,44.15506996,-79.45574007,44.1563,-79.4469,44.1544,-79.456
ON,nbq6y1Ka2aE3o9DA,1,44.15444186,-79.85974554,44.1563,-79.8564,44.1544,-79.8655
ON,amgL7AVvN8n3Z1MW,1,44.15435398,-79.86153256,44.1563,-79.8564,44.1544,-79.8655
ON,1DBW7Rn8E517qlAp,1,44.15209996,-79.87742004,44.1544,-79.8746,44.1525,-79.8837
ON,10Qqyp5OdXV7LGlV,1,44.14109,-79.87566001,44.143,-79.8655,44.1411,-79.8746
ON,1DBW7Rn8JzQ7qlAp,1,44.13954999,-79.87828002,44.1411,-79.8746,44.1392,-79.8837
ON,B5bO3xx2GlQ3kWVP,1,44.13889,-79.87904001,44.1411,-79.8746,44.1392,-79.8837
ON,0A9X3jL2rR4yvgxV,1,44.13566996,-79.31353002,44.1373,-79.3104,44.1354,-79.3195
ON,LzQ1y5EAkvMyqdeK,1,44.13429609,-79.94581536,44.1354,-79.9383,44.1335,-79.9474
ON,DO1w3WqB2O6y8Jg0,1,44.12905836,-79.05818498,44.1316,-79.0556,44.1297,-79.0647
ON,1DBW7RnN8mQ7qlAp,1,44.12953039,-79.46000822,44.1316,-79.456,44.1297,-79.4651
ON,aD6p781JR063wRQr,1,44.1288147,-79.05976874,44.1297,-79.0556,44.1278,-79.0647
ON,4KAX7NjdXG47eRPJ,1,44.12747996,-79.45498008,44.1297,-79.4469,44.1278,-79.456
ON,jAXw7QpDGBpyQOzg,1,44.12776998,-79.57599004,44.1297,-79.5743,44.1278,-79.5834
ON,bEDRYaGnel571VaB,1,44.1283643,-79.57878448,44.1297,-79.5743,44.1278,-79.5834
ON,DO1w3W9rgwny8Jg0,1,44.12591997,-79.44841001,44.1278,-79.4469,44.1259,-79.456
ON,VLaGyGkD6bayW1ZD,1,44.12333997,-79.45096004,44.1259,-79.4469,44.124,-79.456
ON,eQp5yOppmQ17d0ZE,1,44.12397997,-79.45147008,44.1259,-79.4469,44.124,-79.456
ON,1DBW7Rn8VwA7qlAp,1,44.12463997,-79.57506007,44.1259,-79.5652,44.124,-79.5743
ON,0A9X3jL2G9DyvgxV,1,44.12412997,-79.59422001,44.1259,-79.5925,44.124,-79.6016
ON,aQmD7zVKrGn7J9Bo,1,44.12259998,-79.29222004,44.124,-79.2831,44.1221,-79.2922
ON,GMnKYq05ELR3w1Qr,1,44.12222996,-79.45359003,44.124,-79.4469,44.1221,-79.456
ON,GMnKYq0kRqR3w1Qr,1,44.12294996,-79.45748007,44.124,-79.456,44.1221,-79.4651
ON,eQp5yOpxoqJ7d0ZE,1,44.12162776,-79.57981872,44.124,-79.5743,44.1221,-79.5834
ON,gAaOyLKNA8zYGxMb,1,44.12330997,-79.59327,44.124,-79.5834,44.1221,-79.5925
ON,aQmD7zVKmmA7J9Bo,1,44.12082666,-79.57881164,44.1221,-79.5743,44.1202,-79.5834
ON,VLaGyGkExeKyW1ZD,1,44.11936997,-79.56639008,44.1202,-79.5561,44.1183,-79.5652
ON,5VXv3l2KpRGyj2q8,1,44.11837998,-79.58246003,44.1202,-79.5743,44.1183,-79.5834
ON,eVbOYEkDZxd7x2P0,1,44.11767997,-79.59528007,44.1202,-79.5925,44.1183,-79.6016
ON,bEDRYaGnRp571VaB,1,44.11652,-79.50806008,44.1183,-79.5015,44.1164,-79.5106
ON,9w8o3m4adxV7GKjm,1,44.11396917,-78.94926944,44.1164,-78.9464,44.1145,-78.9555
ON,XeEn7X4NDXM7rPo8,1,44.11386997,-79.46268003,44.1164,-79.456,44.1145,-79.4651
ON,VLaGyGkEa21yW1ZD,1,44.11529997,-79.56174005,44.1164,-79.5561,44.1145,-79.5652
ON,jAXw7QpEXQpyQOzg,1,44.11394998,-79.56975005,44.1164,-79.5652,44.1145,-79.5743
ON,6zqW7dz24w1Y5eZE,1,44.11467996,-79.58313008,44.1164,-79.5743,44.1145,-79.5834
ON,NkKJ3J1XRKe7d4V6,2,44.1154446,-79.58915415,44.1164,-79.5834,44.1145,-79.5925
ON,nbq6y1KaOXB3o9DA,2,44.1154446,-79.58915415,44.1164,-79.5834,44.1145,-79.5925
ON,dXze3eVanKqY8m9K,1,44.11535998,-79.59393008,44.1164,-79.5925,44.1145,-79.6016
ON,NkKJ3J10lA97d4V6,1,44.11388318,-79.59483197,44.1164,-79.5925,44.1145,-79.6016
ON,gAaOyLKNw5OYGxMb,1,44.11215227,-79.10950343,44.1145,-79.1011,44.1126,-79.1102
ON,LzQ1y5px4JnYqdeK,1,44.11251999,-79.12243,44.1145,-79.1193,44.1126,-79.1284
ON,aQmD7zVKQjZ7J9Bo,1,44.11127997,-79.56565004,44.1126,-79.5561,44.1107,-79.5652
ON,10Qqyp50Qoa7LGlV,1,44.11182999,-79.58013003,44.1126,-79.5743,44.1107,-79.5834
ON,ZxwR7MVlQdk3KabB,1,44.1117582,-79.5931037,44.1126,-79.5834,44.1107,-79.5925
ON,B5bO3xxdVOg3kWVP,1,44.10892528,-79.12149517,44.1107,-79.1193,44.1088,-79.1284
ON,bEDRYaGQPmP71VaB,1,44.10880299,-79.12230394,44.1107,-79.1193,44.1088,-79.1284
ON,nM697kVrgJmybmwe,1,44.10892997,-79.44471007,44.1107,-79.4378,44.1088,-79.4469
ON,mZRW7n2eZDg7EBO9,1,44.10947999,-79.48427006,44.1107,-79.4742,44.1088,-79.4833
ON,2Zpj39942rM3DrK8,2,44.10890749,-79.56746455,44.1107,-79.5652,44.1088,-79.5743
ON,wJKR7PNdODBYXeLP,2,44.10890749,-79.56746455,44.1107,-79.5652,44.1088,-79.5743
ON,XRla7gbQ6zNyjEvL,1,44.10819999,-79.56725006,44.1107,-79.5652,44.1088,-79.5743
ON,EXrx30ep5klYOklN,1,44.10496898,-79.58998874,44.1069,-79.5834,44.105,-79.5925
